Paper_DOI,Reference_DOI
10.5194/amt-15-7211-2022,10.5194/amt-2021-233
10.5194/amt-15-7211-2022,10.1088/1742-6596/1618/3/032052
10.5194/amt-15-7211-2022,10.1088/1742-6596/1618/6/062070
10.3390/app13095737,10.3389/fphy.2022.807099
10.3390/app13095737,10.1155/2022/4487621
10.3390/app13095737,10.1016/j.aej.2021.10.014
10.3390/app13095737,10.1007/s40747-021-00514-7
10.3390/app13095737,10.3934/mbe.2021341
10.3389/fpls.2023.1057733,10.1007/s00271-022-00788-w
10.3389/fpls.2023.1057733,10.1016/J.AGRFORMET.2021.108477
10.3389/fpls.2023.1057733,10.3390/s21175705
10.3389/fpls.2023.1057733,10.1016/j.compag.2021.106311
10.3389/fpls.2023.1057733,10.3390/rs13010147
10.30574/wjarr.2024.21.1.0121,10.30574/wjarr.2024.21.1.0058
10.30574/wjarr.2024.21.1.0121,10.46610/jmtms.2023.v05i03.002
10.30574/wjarr.2024.21.1.0121,10.3390/biomedinformatics3040068
10.30574/wjarr.2024.21.1.0121,10.30574/wjarr.2023.20.1.2174
10.30574/wjarr.2024.21.1.0121,10.46610/joees.2023.v08i03.004
10.1561/0400000042,10.1145/2591796.2591883
10.1561/0400000042,10.1145/2591796.2591826
10.1561/0400000042,10.1145/2600057.2602856
10.1561/0400000042,10.1109/FOCS.2013.53
10.1561/0400000042,10.1007/s00454-015-9678-x
10.1109/ACCESS.2021.3115434,10.1016/j.bushor.2020.03.007
10.1109/ACCESS.2021.3115434,10.1145/3396870.3400015
10.1109/ACCESS.2021.3115434,10.1109/DCOSS49796.2020.00016
10.1109/ACCESS.2021.3115434,10.1016/j.inffus.2019.06.013
10.3389/fonc.2023.1160383,10.3390/jcm12072667
10.3389/fonc.2023.1160383,10.1186/s12885-022-10070-z
10.3389/fonc.2023.1160383,10.1002/humu.24309
10.3389/fonc.2023.1160383,10.3390/cancers13061340
10.3389/fonc.2023.1160383,10.1038/s41375-021-01124-5
10.1007/s12665-020-08907-6,10.1016/J.JVOLGEORES.2018.11.021
10.1007/s12665-020-08907-6,10.1007/s11053-019-09596-0
10.1007/s12665-020-08907-6,10.1016/j.scitotenv.2019.06.320
10.1007/s12665-020-08907-6,10.1016/J.GEOTHERMICS.2019.02.013
10.1007/s12665-020-08907-6,10.1016/J.GEOTHERMICS.2018.11.002
10.1177/01436244241279738,10.1177/01436244241231354
10.1177/01436244241279738,10.1177/01436244231226304
10.1177/01436244241279738,10.1177/17442591231182330
10.1177/01436244241279738,10.1016/j.apenergy.2023.120936
10.1177/01436244241279738,10.1016/j.jobe.2021.103483
10.1109/ICHI52183.2021.00037,10.1109/ICHI48887.2020.9374316
10.1109/ICHI52183.2021.00037,10.1016/j.imu.2020.100456
10.1109/ICHI52183.2021.00037,10.3390/app10155262
10.1109/ICHI52183.2021.00037,10.1109/JBHI.2020.2996937
10.1109/ICHI52183.2021.00037,10.2196/17125
10.3390/en16020890,10.1145/3570220
10.3390/en16020890,10.1002/cpe.7285
10.3390/en16020890,10.1002/spe.3139
10.3390/en16020890,10.1016/j.sysarc.2022.102598
10.3390/en16020890,10.1016/j.jpdc.2022.01.004
10.1360/N972018-01068,10.1016/J.JMMM.2018.10.043
10.1360/N972018-01068,10.1016/J.JMMM.2018.10.029
10.1360/N972018-01068,10.1016/J.SNA.2018.09.010
10.1360/N972018-01068,10.22078/JPST.2017.2706.1459
10.1360/N972018-01068,10.1039/c8sm00704g
10.26524/sajet.2022.12.41,10.14445/22315381/ijett-v68i10p208
10.26524/sajet.2022.12.41,10.1007/s10916-018-1038-y
10.26524/sajet.2022.12.41,10.1007/s10916-017-0732-5
10.26524/sajet.2022.12.41,10.1007/s10916-017-0703-x
10.26524/sajet.2022.12.41,10.1016/J.BSPC.2017.01.012
10.1109/CcS49175.2020.9231447,10.1109/ELMAR.2019.8918840
10.1109/CcS49175.2020.9231447,10.1109/ICMLA.2018.00085
10.1109/CcS49175.2020.9231447,10.1016/J.COMPEDU.2018.06.023
10.1109/CcS49175.2020.9231447,10.1177/0735633117697020
10.1109/CcS49175.2020.9231447,10.1109/ICICOS.2017.8276348
10.1109/ITC44778.2020.9325269,10.3390/s20051459
10.1109/ITC44778.2020.9325269,10.1109/TSM.2019.2897690
10.1109/ITC44778.2020.9325269,10.1109/TNNLS.2018.2876865
10.1109/ITC44778.2020.9325269,10.1109/CVPR.2009.5206848
10.1109/ITC44778.2020.9325269,10.3844/AJASSP.2005.1606.1609
10.1016/j.jeem.2020.102398,10.2139/ssrn.3703117
10.1016/j.jeem.2020.102398,10.1016/j.eneco.2020.104841
10.1016/j.jeem.2020.102398,10.5547/01956574.41.5.dkaf
10.1016/j.jeem.2020.102398,10.3386/w27262
10.1186/s12911-023-02354-6,10.1145/3610661.3617602
10.1186/s12911-023-02354-6,10.1145/3656580
10.1186/s12911-023-02354-6,10.1016/j.jbi.2022.104079
10.1186/s12911-023-02354-6,10.1145/3459930.3469551
10.1186/s12911-023-02354-6,10.1038/s41598-020-78212-6
10.1089/neu.2022.0383,10.1016/j.jocn.2021.11.037
10.1089/neu.2022.0383,10.1016/j.wneu.2020.05.043
10.1089/neu.2022.0383,10.1016/j.spinee.2019.09.007
10.1089/neu.2022.0383,10.1016/j.spinee.2018.08.016
10.1089/neu.2022.0383,10.1089/neu.2017.5403
10.1530/eje-20-0656,10.1097/HJH.0000000000002520
10.1530/eje-20-0656,10.1097/HJH.0000000000002510
10.1530/eje-20-0656,10.1371/journal.pone.0231300
10.1530/eje-20-0656,10.1016/j.ando.2019.10.001
10.1530/eje-20-0656,10.1097/SLA.0000000000003200
10.1109/TSP.2017.2757914,10.1007/bfb0093144
10.1109/TSP.2017.2757914,10.1109/ICASSP.2017.7952619
10.1109/TSP.2017.2757914,10.1109/ICASSP.2016.7472577
10.38124/ijisrt/ijisrt24aug085,10.38124/ijisrt/ijisrt24jul1500
10.38124/ijisrt/ijisrt24aug085,10.38124/ijisrt/ijisrt24jul957
10.38124/ijisrt/ijisrt24aug085,10.38124/ijisrt/ijisrt24jul1398
10.38124/ijisrt/ijisrt24aug085,10.38124/ijisrt/ijisrt24jul1165
10.38124/ijisrt/ijisrt24aug085,10.38124/ijisrt/ijisrt24jul195
10.1109/SMC54092.2024.10832089,10.1109/TETCI.2024.3360282
10.1109/SMC54092.2024.10832089,10.1109/SMC53992.2023.10394123
10.1109/SMC54092.2024.10832089,10.1109/SMC53992.2023.10394340
10.1109/SMC54092.2024.10832089,10.1049/cit2.12109
10.1109/SMC54092.2024.10832089,10.1016/j.engappai.2020.104112
10.1142/9781848164482_0004,10.1016/S0167-4048(02)01106-9
10.1142/9781848164482_0004,10.1016/j.procs.2015.08.220
10.1142/9781848164482_0004,10.17487/rfc5540
10.1101/2023.10.02.560281,10.1093/bioinformatics/btac793
10.1101/2023.10.02.560281,10.1038/s41467-022-30449-7
10.1101/2023.10.02.560281,10.1093/bib/bbac100
10.1101/2023.10.02.560281,10.1186/s13059-021-02540-7
10.1101/2023.10.02.560281,10.1101/2021.11.04.467271
10.1155/2022/8404931,10.3390/su14084379
10.1155/2022/8404931,10.1016/j.agsy.2021.103343
10.1155/2022/8404931,10.1002/er.7620
10.1155/2022/8404931,10.1038/d41586-021-02489-4
10.1155/2022/8404931,10.3390/electronics10161876
10.1186/s40644-025-00857-1,10.1007/s12149-024-01923-7
10.1186/s40644-025-00857-1,10.1007/s11517-024-03071-6
10.1186/s40644-025-00857-1,10.1148/radiol.231319
10.1186/s40644-025-00857-1,10.3390/diagnostics13233580
10.1186/s40644-025-00857-1,10.1007/s11547-023-01725-3
10.1007/s10586-018-2462-y,10.1016/j.neucom.2015.01.069
10.1007/s10586-018-2462-y,10.11648/J.SJAMS.20150303.17
10.1101/790162,10.1201/9780429341830-7
10.1101/790162,10.1186/s12859-018-2375-z
10.1101/790162,10.7554/eLife.31657
10.1101/790162,10.1016/j.cels.2017.10.012
10.1101/790162,10.1016/j.cell.2018.07.010
10.1063/5.0180712,10.1063/5.0165094
10.1063/5.0180712,10.1063/5.0156373
10.1063/5.0180712,10.1103/physrevlett.132.024001
10.1063/5.0180712,10.48550/arXiv.2208.11477
10.1063/5.0180712,10.1063/5.0100100
10.1021/acs.jpca.3c06265,10.1038/s41929-022-00896-y
10.1021/acs.jpca.3c06265,10.1039/d2cp05083h
10.1021/acs.jpca.3c06265,10.1038/s41586-022-05639-4
10.1021/acs.jpca.3c06265,10.1016/j.cej.2023.141612
10.1021/acs.jpca.3c06265,10.1016/j.compchemeng.2022.108127
10.1177/17585732231187124,10.1016/j.jse.2021.10.022
10.1177/17585732231187124,10.1016/j.jse.2021.06.007
10.1177/17585732231187124,10.1016/j.jse.2021.02.015
10.1177/17585732231187124,10.1016/j.jse.2021.01.021
10.1177/17585732231187124,10.1016/j.jse.2020.03.049
10.11591/ijece.v13i6.pp6259-6267,10.11591/ijece.v12i6.pp6675-6683
10.11591/ijece.v13i6.pp6259-6267,10.4186/ej.2022.26.10.57
10.11591/ijece.v13i6.pp6259-6267,10.11591/ijece.v12i4.pp4172-4184
10.11591/ijece.v13i6.pp6259-6267,10.11591/ijece.v12i3.pp3005-3012
10.11591/ijece.v13i6.pp6259-6267,10.48550/arXiv.2205.14548
10.7775/rac.v87.i4.15891,10.1002/sim.8296
10.7775/rac.v87.i4.15891,10.1001/jama.2018.5602
10.7775/rac.v87.i4.15891,10.1056/NEJMp1702071
10.7775/rac.v87.i4.15891,10.1136/bmj.i6
10.7775/rac.v87.i4.15891,10.7326/M14-0698
10.1080/10255842.2024.2341969,10.3390/make5030061
10.1080/10255842.2024.2341969,10.3389/fendo.2023.1224191
10.1080/10255842.2024.2341969,10.1016/j.measen.2023.100846
10.1080/10255842.2024.2341969,10.1186/s43067-023-00101-5
10.1080/10255842.2024.2341969,10.1007/s44230-023-00027-1
10.1109/TMI.2016.2515021,10.1002/hbm.22741
10.1109/TMI.2016.2515021,10.1016/j.neuroimage.2015.01.048
10.1109/TMI.2016.2515021,10.1016/j.neuroimage.2014.10.002
10.1109/TMI.2016.2515021,10.1002/hbm.22531
10.1109/TMI.2016.2515021,10.1007/978-3-319-10470-6_27
10.1109/SoutheastCon52093.2024.10500081,10.1016/j.comnet.2022.108902
10.1109/SoutheastCon52093.2024.10500081,10.1109/MTTW.2019.8897238
10.1109/SoutheastCon52093.2024.10500081,10.1002/9781119294016
10.1109/SoutheastCon52093.2024.10500081,10.1109/SPAWC.2015.7226986
10.1109/SoutheastCon52093.2024.10500081,10.1007/s11276-015-0942-z
10.1109/CVPR.2005.371,10.1145/1027527.1027730
10.1109/CVPR.2005.371,10.1023/A:1011424425034
10.1109/CVPR.2005.371,10.1109/CVPR.1997.609407
10.20965/jaciii.2022.p0722,10.3390/s21030930
10.20965/jaciii.2022.p0722,10.1007/s00894-021-04674-8
10.20965/jaciii.2022.p0722,10.1016/j.econlet.2020.109149
10.20965/jaciii.2022.p0722,10.1016/j.bspc.2019.101669
10.20965/jaciii.2022.p0722,10.1016/J.JII.2018.09.001
10.3389/fgene.2022.1065297,10.1002/imt2.36
10.3389/fgene.2022.1065297,10.3389/fimmu.2022.871312
10.3389/fgene.2022.1065297,10.1016/j.cell.2022.02.013
10.3389/fgene.2022.1065297,10.2147/JIR.S338053
10.3389/fgene.2022.1065297,10.4049/jimmunol.2100220
10.23919/INDIACom61295.2024.10499119,10.1007/s41870-023-01459-5
10.23919/INDIACom61295.2024.10499119,10.1007/s10462-023-10433-3
10.23919/INDIACom61295.2024.10499119,10.1109/ICEIC51217.2021.9369796
10.23919/INDIACom61295.2024.10499119,10.1109/CRC51253.2020.9253484
10.23919/INDIACom61295.2024.10499119,10.1109/IEMENTech51367.2020.9270052
10.1029/2022WR032779,10.3390/w14203242
10.1029/2022WR032779,10.2139/ssrn.4147221
10.1029/2022WR032779,10.1016/j.neucom.2022.03.014
10.1029/2022WR032779,10.1007/978-1-4419-9863-7_612
10.1029/2022WR032779,10.1007/s10661-021-08961-y
10.1109/ISSC59246.2023.10162037,10.1109/SAS58821.2023.10253995
10.1109/ISSC59246.2023.10162037,10.1109/EMBC40787.2023.10340784
10.1109/ISSC59246.2023.10162037,10.1038/d41586-023-00023-2
10.1109/ISSC59246.2023.10162037,10.3390/bioengineering10010027
10.1109/ISSC59246.2023.10162037,10.3390/s22166195
10.1109/JTEHM.2019.2892970,10.1007/978-3-030-11012-3_31
10.1109/JTEHM.2019.2892970,10.1007/978-3-030-01246-5_44
10.1109/JTEHM.2019.2892970,10.1109/ICCVW.2017.163
10.1109/JTEHM.2019.2892970,10.1109/CVPR.2016.511
10.1109/JTEHM.2019.2892970,10.1109/CVPR.2016.533
10.3390/a15090333,10.2478/popets-2021-0046
10.3390/a15090333,10.1007/978-3-030-34621-8_16
10.3390/a15090333,10.1145/3319535.3363207
10.3390/a15090333,10.1007/s00145-019-09319-x
10.3390/a15090333,10.1007/978-3-030-05378-9_19
10.1515/nanoph-2024-0100,10.1515/nanoph-2024-0025
10.1515/nanoph-2024-0100,10.1515/nanoph-2023-0906
10.1515/nanoph-2024-0100,10.1515/nanoph-2023-0824
10.1515/nanoph-2024-0100,10.1515/nanoph-2023-0881
10.1515/nanoph-2024-0100,10.1515/nanoph-2024-0001
10.1186/s13321-019-0381-4,10.1016/0022-2860(76)87025-1
10.1186/s13321-019-0381-4,10.1002/minf.201800115
10.1186/s13321-019-0381-4,10.1002/cmdc.201800309
10.1186/s13321-019-0381-4,10.1186/s13321-018-0296-5
10.1186/s13321-019-0381-4,10.1002/anie.201709686
10.1080/02699052.2022.2034945,10.1016/j.jadohealth.2020.03.018
10.1080/02699052.2022.2034945,10.1123/JCSP.2017-0036
10.1080/02699052.2022.2034945,10.1016/j.jpeds.2019.04.001
10.1080/02699052.2022.2034945,10.1089/neu.2018.6161
10.1080/02699052.2022.2034945,10.1371/journal.pone.0215030
10.1016/j.nucengdes.2024.113617,10.1016/j.conbuildmat.2024.136938
10.1016/j.nucengdes.2024.113617,10.1016/j.jobe.2023.108395
10.1016/j.nucengdes.2024.113617,10.1016/j.matpr.2023.04.371
10.1016/j.nucengdes.2024.113617,10.3390/en16062628
10.1016/j.nucengdes.2024.113617,10.1016/j.engstruct.2022.115577
10.1002/aisy.202400052,10.1371/journal.pone.0265598
10.1002/aisy.202400052,10.1016/J.NIMB.2021.04.001
10.1002/aisy.202400052,10.3390/ma14030549
10.1002/aisy.202400052,10.1016/J.MICROC.2019.104090
10.1002/aisy.202400052,10.1038/s41598-018-37480-z
10.1109/ICCCNT56998.2023.10308393,10.48550/arXiv.2203.16928
10.1109/ICCCNT56998.2023.10308393,10.1109/INDISCON53343.2021.9582198
10.1109/ICCCNT56998.2023.10308393,10.1109/ICASSP39728.2021.9414403
10.1109/TCSS.2022.3219256,10.1016/j.compeleceng.2022.108025
10.1109/TCSS.2022.3219256,10.1109/ICOEI53556.2022.9777238
10.1109/TCSS.2022.3219256,10.1007/s00607-022-01064-7
10.1109/TCSS.2022.3219256,10.1007/s00779-021-01596-3
10.1109/TCSS.2022.3219256,10.1109/tits.2020.2988040
10.3390/pharmaceutics15082112,10.1111/pan.14564
10.3390/pharmaceutics15082112,10.1111/joss.12788
10.3390/pharmaceutics15082112,10.1016/j.trac.2022.116778
10.3390/pharmaceutics15082112,10.3390/beverages8010015
10.3390/pharmaceutics15082112,10.3390/pharmaceutics14020420
10.1371/journal.pone.0177866,10.1371/journal.pcbi.1004777
10.1371/journal.pone.0177866,10.1002/prot.24979
10.1371/journal.pone.0177866,10.1093/nar/gkv1344
10.1371/journal.pone.0177866,10.1002/prot.24801
10.1371/journal.pone.0177866,10.1093/bioinformatics/btu791
10.2147/JIR.S386714,10.1007/s00134-022-06769-z
10.2147/JIR.S386714,10.3389/fphys.2022.870657
10.2147/JIR.S386714,10.1002/eji.202149410
10.2147/JIR.S386714,10.1016/j.intimp.2022.108650
10.2147/JIR.S386714,10.1186/s13054-021-03862-5
10.1186/s13034-022-00554-y,10.1007/s12144-022-03625-7
10.1186/s13034-022-00554-y,10.1007/s00787-022-02060-0
10.1186/s13034-022-00554-y,10.1007/s00787-022-02032-4
10.1186/s13034-022-00554-y,10.3390/ijerph19159072
10.1186/s13034-022-00554-y,10.3389/fpsyt.2022.870128
10.1134/S1054661817010047,10.1613/jair.816
10.1134/S1054661817010047,10.1016/b978-1-55860-247-2.50035-8
10.1134/S1054661817010047,10.1023/A:1010933404324
10.1109/SmartGridComm52983.2022.9961010,10.1109/ACCESS.2021.3106873
10.1109/SmartGridComm52983.2022.9961010,10.1016/j.net.2020.05.012
10.1109/SmartGridComm52983.2022.9961010,10.1016/j.comnet.2019.106946
10.1109/SmartGridComm52983.2022.9961010,10.1109/TII.2019.2891261
10.1109/SmartGridComm52983.2022.9961010,10.1007/978-3-319-98074-4
10.1002/minf.201900028,10.1038/s41598-018-34753-5
10.1002/minf.201900028,10.1186/s12859-018-2400-2
10.1002/minf.201900028,10.1093/jamia/ocw165
10.1002/minf.201900028,10.1073/pnas.1611596113
10.1002/minf.201900028,10.1101/052225
10.1002/minf.201400122,10.1021/mp500103r
10.1002/minf.201400122,10.1002/wcms.1183
10.1002/minf.201400122,10.1021/ci4005805
10.1002/minf.201400122,10.1021/jm4004285
10.1002/minf.201400122,10.1007/springerreference_63661
10.1038/s41597-023-02416-4,10.1038/s41597-023-02153-8
10.1038/s41597-023-02416-4,10.1515/cdbme-2022-1026
10.1038/s41597-023-02416-4,10.1101/2022.02.13.22270835
10.1038/s41597-023-02416-4,10.1093/europace/euab322
10.1038/s41597-023-02416-4,10.1515/cdbme-2021-2035
10.1007/JHEP10(2018)093,10.1007/springerreference_61117
10.1007/JHEP10(2018)093,10.1007/JHEP10(2018)121
10.1007/JHEP10(2018)093,10.1007/JHEP05(2018)006
10.1007/s13246-022-01206-3,10.1186/s12933-022-01537-1
10.1007/s13246-022-01206-3,10.1016/j.bspc.2021.103308
10.1007/s13246-022-01206-3,10.3389/fcvm.2022.804410
10.1007/s13246-022-01206-3,10.3389/fnagi.2021.828214
10.1007/s13246-022-01206-3,10.1016/j.yofte.2021.102805
10.1016/j.eswa.2020.113637,10.1016/J.IJFORECAST.2019.06.004
10.1016/j.eswa.2020.113637,10.1016/J.ESWA.2019.03.011
10.1016/j.eswa.2020.113637,10.1016/J.OMEGA.2018.05.004
10.1016/j.eswa.2020.113637,10.2139/ssrn.3363117
10.1016/j.eswa.2020.113637,10.1016/J.IJPE.2018.05.019
10.1016/j.ins.2020.03.089,10.1109/DSC.2019.00052
10.1016/j.ins.2020.03.089,10.1109/ICSAI.2018.8599302
10.1016/j.ins.2020.03.089,10.16511/J.CNKI.QHDXXB.2018.26.020
10.1016/j.ins.2020.03.089,10.13140/RG.2.2.30242.53449
10.1016/j.ins.2020.03.089,10.1109/BIGCOM.2017.53
10.1038/s41584-022-00890-5,10.1136/annrheumdis-2022-222370
10.1038/s41584-022-00890-5,10.1038/s41591-022-01789-0
10.1038/s41584-022-00890-5,10.1172/jci.insight.158783
10.1038/s41584-022-00890-5,10.1002/acr.24834
10.1038/s41584-022-00890-5,10.1016/S0140-6736(20)32341-2
10.1371/journal.pone.0283933,10.1098/rsif.2022.0541
10.1371/journal.pone.0283933,10.1007/s11063-021-10694-5
10.1371/journal.pone.0283933,10.1016/J.CMA.2020.113609
10.1371/journal.pone.0283933,10.1016/J.CIE.2021.107250
10.1371/journal.pone.0283933,10.1145/3527154
10.1007/s00500-019-03891-x,10.1016/J.NEUCOM.2018.02.100
10.1007/s00500-019-03891-x,10.1007/s00521-016-2804-8
10.1007/s00500-019-03891-x,10.1007/s10489-017-1054-5
10.1007/s00500-019-03891-x,10.1007/s11042-016-4222-4
10.1007/s00500-019-03891-x,10.1007/s10489-017-1010-4
10.1049/ntw2.12098,10.3390/s23031315
10.1049/ntw2.12098,10.1016/j.cose.2022.102834
10.1049/ntw2.12098,10.1109/ICCCNT56998.2023.10306417
10.1049/ntw2.12098,10.1016/j.neucom.2019.11.016
10.1049/ntw2.12098,10.1109/ACCESS.2020.2965184
10.1109/MCOM.003.2200186,10.1109/JLT.2021.3050083
10.1109/MCOM.003.2200186,10.1364/JOCN.410876
10.1109/MCOM.003.2200186,10.1038/s41467-020-17516-7
10.1109/MCOM.003.2200186,10.1109/SiPS50750.2020.9195215
10.1109/MCOM.003.2200186,10.1109/JLT.2020.2984270
10.32628/cseit241061188,10.1007/s10776-022-00568-5
10.32628/cseit241061188,10.3389/ffutr.2021.688482
10.3390/s22051721,10.3390/electronics10182237
10.3390/s22051721,10.3390/s21113881
10.3390/s22051721,10.1109/JSEN.2020.3006386
10.3390/s22051721,10.1109/ICHI48887.2020.9374396
10.3390/s22051721,10.3390/s20205948
10.1007/JHEP10(2018)101,10.1007/JHEP08(2019)055
10.1007/JHEP10(2018)101,10.1007/JHEP12(2018)021
10.1007/JHEP10(2018)101,10.1007/JHEP10(2018)181
10.1007/JHEP10(2018)101,10.1007/JHEP02(2019)132
10.1007/JHEP10(2018)101,10.1103/PhysRevD.98.076017
10.1109/CARS61786.2024.10778742,10.34190/eccws.23.1.2123
10.1109/CARS61786.2024.10778742,10.3390/s24072122
10.1109/CARS61786.2024.10778742,10.5121/csit.2024.140608
10.1109/CARS61786.2024.10778742,10.3390/electronics13020276
10.1109/CARS61786.2024.10778742,10.3390/app132413310
10.1080/10543406.2024.2365389,10.1080/10543406.2022.2148162
10.1080/10543406.2024.2365389,10.3389/fbinf.2022.866902
10.1080/10543406.2024.2365389,10.1080/19466315.2022.2108135
10.1080/10543406.2024.2365389,10.1002/wics.1575
10.1080/10543406.2024.2365389,10.1007/978-1-0716-1787-8_21
10.1007/s12063-023-00427-3,10.1016/j.chieco.2023.102029
10.1007/s12063-023-00427-3,10.3390/systems11050263
10.1007/s12063-023-00427-3,10.1007/s11628-023-00535-x
10.1007/s12063-023-00427-3,10.1016/j.eswa.2023.119617
10.1007/s12063-023-00427-3,10.1177/01492063231164991
10.1109/IEMCON.2018.8614822,10.1109/COMST.2018.2844341
10.1109/IEMCON.2018.8614822,10.1016/J.NEUCOM.2017.04.070
10.1109/IEMCON.2018.8614822,10.1016/j.jnca.2017.12.001
10.1109/IEMCON.2018.8614822,10.3390/s17071513
10.1080/0886022X.2024.2315298,10.3389/fcimb.2022.962470
10.1080/0886022X.2024.2315298,10.1038/s41746-022-00650-5
10.1080/0886022X.2024.2315298,10.1186/s12911-022-01903-9
10.1080/0886022X.2024.2315298,10.1016/j.csbj.2022.06.003
10.1080/0886022X.2024.2315298,10.1007/s40121-022-00628-6
10.17577/IJERTV9IS030387,10.1109/IEMCON.2017.8117193
10.17577/IJERTV9IS030387,10.1007/978-3-319-63645-0_69
10.17577/IJERTV9IS030387,10.1109/TIFS.2010.2096810
10.17577/IJERTV9IS030387,10.1109/BTAS.2010.5634496
10.17577/IJERTV9IS030387,10.1109/BTAS.2010.5634537
10.1007/s10951-022-00729-7,10.1016/j.ejor.2020.03.044
10.1007/s10951-022-00729-7,10.1007/s10479-020-03604-w
10.1007/s10951-022-00729-7,10.1007/s10479-020-03555-2
10.1007/s10951-022-00729-7,10.1080/00207543.2019.1597291
10.1007/s10951-022-00729-7,10.1016/J.ASOC.2019.105701
10.1145/3691620.3695486,10.1145/3540250.3549103
10.1145/3691620.3695486,10.1145/3510003.3510080
10.1145/3691620.3695486,10.1145/3510003.3510087
10.1145/3691620.3695486,10.1145/3494672
10.1145/3691620.3695486,10.1145/3510003.3510123
10.1111/cts.70001,10.1038/s43018-024-00793-2
10.1111/cts.70001,10.1038/s41467-024-49017-2
10.1111/cts.70001,10.1038/s41551-024-01223-5
10.1111/cts.70001,10.1038/s41698-024-00592-z
10.1111/cts.70001,10.1038/s41591-021-01620-2
10.3389/frobt.2022.1019523,10.1109/LRA.2022.3151614
10.3389/frobt.2022.1019523,10.1109/CVPR52688.2022.01292
10.3389/frobt.2022.1019523,10.1109/CVPR52688.2022.01547
10.3389/frobt.2022.1019523,10.1007/s13312-021-2388-y
10.3389/frobt.2022.1019523,10.1109/LRA.2021.3095517
10.62441/nano-ntp.v20i6.36,10.1109/KHI-HTC60760.2024.10482228
10.62441/nano-ntp.v20i6.36,10.1109/ICETAS59148.2023.10346341
10.62441/nano-ntp.v20i6.36,10.21015/vtcs.v11i1.1521
10.62441/nano-ntp.v20i6.36,10.3390/su14127375
10.62441/nano-ntp.v20i6.36,10.3390/fi13120309
10.1109/JBHI.2020.2991763,10.1084/jem.20190147
10.1109/JBHI.2020.2991763,10.1145/3307339.3342154
10.1109/JBHI.2020.2991763,10.1109/CIBCB.2019.8791474
10.1109/JBHI.2020.2991763,10.1371/journal.pone.0217994
10.1109/JBHI.2020.2991763,10.1109/JBHI.2018.2856535
10.1007/s10639-021-10470-x,10.31129/lumat.8.1.1394
10.1007/s10639-021-10470-x,10.30935/cedtech/8582
10.1007/s10639-021-10470-x,10.30935/cedtech/7993
10.1007/s10639-021-10470-x,10.1186/s12909-020-02152-y
10.1007/s10639-021-10470-x,10.1186/s12909-020-1946-7
10.3103/s0027134923070226,10.1016/j.nima.2023.168117
10.3103/s0027134923070226,10.22323/1.395.1063
10.3103/s0027134923070226,10.22323/1.395.002
10.3103/s0027134923070226,10.1088/1361-6471/abbd48
10.3103/s0027134923070226,10.1051/EPJCONF/201920705005
10.18653/v1/K16-2013,10.18653/v1/K16-2001
10.18653/v1/K16-2013,10.18653/v1/D15-1264
10.18653/v1/K16-2013,10.18653/v1/D15-1266
10.1038/s41598-024-75218-2,10.3390/s23249711
10.1038/s41598-024-75218-2,10.1109/Metamaterials58257.2023.10289162
10.1038/s41598-024-75218-2,10.1109/Metamaterials54993.2022.9920886
10.1038/s41598-024-75218-2,10.1109/Metamaterials54993.2022.9920751
10.1038/s41598-024-75218-2,10.1016/J.MATDES.2021.109937
10.1007/s12024-019-00146-x,10.1007/s00216-018-1367-1
10.1007/s12024-019-00146-x,10.1080/05704928.2018.1426595
10.1007/s12024-019-00146-x,10.1038/s41598-017-18228-7
10.1007/s12024-019-00146-x,10.3390/s17122739
10.1007/s12024-019-00146-x,10.1007/s00414-017-1747-7
10.1007/s00366-021-01329-3,10.1016/j.fuel.2020.119903
10.1007/s00366-021-01329-3,10.1016/j.jobe.2020.102105
10.1007/s00366-021-01329-3,10.1016/j.jrmge.2020.05.011
10.1007/s00366-021-01329-3,10.1007/s41062-020-00382-z
10.1007/s00366-021-01329-3,10.1007/s11269-020-02672-8
10.3390/su15043265,10.1016/j.compgeo.2021.104591
10.3390/su15043265,10.1007/s11440-022-01568-8
10.3390/su15043265,10.1016/j.conbuildmat.2021.124240
10.3390/su15043265,10.1002/nme.6766
10.3390/su15043265,10.1016/J.CONBUILDMAT.2021.123043
10.1186/s12911-021-01537-3,10.1038/s41591-020-0931-3
10.1186/s12911-021-01537-3,10.1016/j.compbiomed.2020.103792
10.1186/s12911-021-01537-3,10.1007/s40846-020-00529-4
10.1186/s12911-021-01537-3,10.1101/2020.02.03.932350
10.1186/s12911-021-01537-3,10.1016/S0140-6736(20)30251-8
10.1109/LASCAS60203.2024.10506157,10.1111/gcb.16587
10.1109/LASCAS60203.2024.10506157,10.7717/peerj.14311
10.1109/LASCAS60203.2024.10506157,10.1071/mf21081
10.1109/LASCAS60203.2024.10506157,10.1016/j.rse.2019.111562
10.1109/LASCAS60203.2024.10506157,10.3390/life4040988
10.1109/CICN49253.2020.9242642,10.1109/CTEMS.2018.8769173
10.1109/CICN49253.2020.9242642,10.1109/ICONIC.2018.8601203
10.1109/CICN49253.2020.9242642,10.1109/ICECA.2018.8474803
10.1109/CICN49253.2020.9242642,10.1109/CESYS.2017.8321199
10.1109/CICN49253.2020.9242642,10.1109/ICEDEG.2017.7962513
10.3390/ATMOS10050252,10.1029/2018GL078838
