Paper_DOI,Reviewer_ID,Decision,Comment
10.1109/TNNLS.2023.3280963,2037484292.0,1,This paper makes a significant contribution.
10.1109/TNNLS.2023.3280963,2250667936.0,0,Bad writing quality
10.1109/TBDATA.2022.3232761,2218997628.0,1,Well-written and clear paper.
10.1109/TBDATA.2022.3232761,2250419297.0,0,Minor and unclear contribution.
10.1109/TBDATA.2022.3232761,2152235983.0,1,Findings are novel.
10.1016/j.eswa.2023.120616,48102066.0,0,TNo novelty.
10.1016/j.eswa.2023.120616,34420171.0,0,TNo novelty.
10.1016/j.eswa.2023.120616,66257222.0,0,Minor and unclear contribution.
10.1016/j.eswa.2023.120455,2249056226.0,0,Minor and unclear contribution.
10.1016/j.eswa.2023.120455,2168387378.0,0,TNo novelty.
10.1016/j.eswa.2023.120455,2203255945.0,0,TNo novelty.
10.1016/j.patcog.2023.109479,2290863914.0,0,Bad writing quality
10.1016/j.patcog.2023.109479,36083688.0,0,Bad writing quality
10.1016/j.patcog.2023.109479,1380796858.0,0,Minor and unclear contribution.
10.1016/j.patcog.2023.109449,145647263.0,1,Well-written and clear paper.
10.1016/j.patcog.2023.109449,2051655936.0,0,Bad writing quality
10.1016/j.patcog.2023.109449,9483953.0,0,Minor and unclear contribution.
10.3390/s23010272,2107622366.0,0,TNo novelty.
10.3390/s23010272,4763345.0,1,Findings are novel.
10.3390/s23010272,2129350920.0,0,TNo novelty.
10.1007/s10064-022-02970-y,134026889.0,1,Good Experimental scheme.
10.1007/s10064-022-02970-y,31782512.0,1,Good Experimental scheme.
10.1007/s10064-022-02970-y,3176583.0,1,Findings are novel.
10.1155/2022/8743694,2118944636.0,0,TNo novelty.
10.1155/2022/8743694,49591081.0,1,This paper makes a significant contribution.
10.1155/2022/8743694,71320024.0,1,Well-written and clear paper.
10.1155/2022/1825341,5157931.0,0,The methodology has flaws.
10.1155/2022/1825341,3425860.0,1,Good Experimental scheme.
10.1155/2022/1825341,2152577927.0,1,Well-written and clear paper.
10.1109/ICCCNT56998.2023.10306417,1728262.0,1,Findings are novel.
10.1109/ICCCNT56998.2023.10306417,40564012.0,1,Good Experimental scheme.
10.1109/ICCCNT56998.2023.10306417,31640107.0,0,TNo novelty.
10.1109/CVPR.2017.82,2163769542.0,1,Findings are novel.
10.1109/CVPR.2017.82,145911225.0,0,Minor and unclear contribution.
10.1109/CVPR.2017.82,2939253.0,1,Well-written and clear paper.
10.1109/ICCV.2017.478,2227868312.0,1,Findings are novel.
10.1109/ICCV.2017.478,39906736.0,1,This paper makes a significant contribution.
10.1109/ICCV.2017.478,48416660.0,1,Findings are novel.
10.1145/2926713,100998867.0,1,Findings are novel.
10.1145/2926713,98037881.0,1,Good Experimental scheme.
10.1145/2926713,2252380395.0,0,Bad writing quality
10.1007/978-3-319-46475-6_20,143955789.0,0,TNo novelty.
10.1007/978-3-319-46475-6_20,13209712.0,0,Minor and unclear contribution.
10.1007/978-3-319-46475-6_20,2185628226.0,0,Minor and unclear contribution.
10.1007/978-3-319-46493-0_18,3728658.0,0,Bad writing quality
10.1007/978-3-319-46493-0_18,39617573.0,0,TNo novelty.
10.1007/978-3-319-46493-0_18,97846137.0,1,Findings are novel.
10.1109/WACV.2016.7477553,2151594945.0,0,Minor and unclear contribution.
10.1109/WACV.2016.7477553,30838108.0,1,Well-written and clear paper.
10.1109/WACV.2016.7477553,8367866.0,0,TNo novelty.
10.1109/cvpr.2016.90,34597147.0,0,The methodology has flaws.
10.1109/cvpr.2016.90,12198229.0,1,Well-written and clear paper.
10.1109/cvpr.2016.90,146958366.0,1,Findings are novel.
10.1109/TMC.2019.2960778,2115208297.0,0,Minor and unclear contribution.
10.1109/TMC.2019.2960778,122069625.0,1,Good Experimental scheme.
10.1109/TMC.2019.2960778,2064830294.0,0,Bad writing quality
10.1109/DSC49826.2021.9346271,123540198.0,0,TNo novelty.
10.1109/DSC49826.2021.9346271,145957468.0,0,Bad writing quality
10.1109/DSC49826.2021.9346271,2508241.0,0,Minor and unclear contribution.
10.1109/INFOCOM.2019.8737591,1412391493.0,1,This paper makes a significant contribution.
10.1109/INFOCOM.2019.8737591,88615644.0,1,Good Experimental scheme.
10.1109/INFOCOM.2019.8737591,7495137.0,1,Good Experimental scheme.
10.1007/s10207-019-00449-8,88647391.0,0,TNo novelty.
10.1007/s10207-019-00449-8,2730297.0,0,TNo novelty.
10.1007/s10207-019-00449-8,1691723.0,1,Good Experimental scheme.
10.1109/TMC.2018.2794984,48629784.0,0,TNo novelty.
10.1109/TMC.2018.2794984,2214143.0,0,Minor and unclear contribution.
10.1109/TMC.2018.2794984,2110785162.0,1,Findings are novel.
10.1007/978-3-319-41483-6_1,70501211.0,0,Bad writing quality
10.1007/978-3-319-41483-6_1,2260009726.0,1,Findings are novel.
10.1007/978-3-319-41483-6_1,1758625.0,0,The methodology has flaws.
10.1371/journal.pone.0144610,104279230.0,0,Minor and unclear contribution.
10.1371/journal.pone.0144610,30349116.0,1,This paper makes a significant contribution.
10.1371/journal.pone.0144610,2152938479.0,1,Good Experimental scheme.
10.3334/ORNLDAAC/1574,80645230.0,1,This paper makes a significant contribution.
10.3334/ORNLDAAC/1574,2888084.0,0,TNo novelty.
10.3334/ORNLDAAC/1574,152142353.0,1,Findings are novel.
10.1109/IPSN.2014.6846738,2280962367.0,0,Bad writing quality
10.1109/IPSN.2014.6846738,144819884.0,1,This paper makes a significant contribution.
10.1109/IPSN.2014.6846738,72988153.0,0,TNo novelty.
10.5860/choice.44-0681,2121594834.0,1,Well-written and clear paper.
10.5860/choice.44-0681,4943387.0,1,Well-written and clear paper.
10.5860/choice.44-0681,1775511.0,1,Well-written and clear paper.
10.4135/9781452218564.n492,1968099.0,0,The methodology has flaws.
10.4135/9781452218564.n492,80787353.0,0,Bad writing quality
10.4135/9781452218564.n492,3042212.0,0,Bad writing quality
10.18653/V1/E17-3017,152596995.0,0,Minor and unclear contribution.
10.18653/V1/E17-3017,2118354311.0,1,Well-written and clear paper.
10.18653/V1/E17-3017,2262274882.0,1,Good Experimental scheme.
10.1073/pnas.1611835114,32445208.0,0,Minor and unclear contribution.
10.1073/pnas.1611835114,144417456.0,1,Well-written and clear paper.
10.1073/pnas.1611835114,46399820.0,0,The methodology has flaws.
10.18653/v1/W16-2301,2078996603.0,0,TNo novelty.
10.18653/v1/W16-2301,26234127.0,0,Minor and unclear contribution.
10.18653/v1/W16-2301,49543562.0,1,Findings are novel.
10.18653/v1/P16-1009,4263256.0,0,The methodology has flaws.
10.18653/v1/P16-1009,1681596.0,0,The methodology has flaws.
10.18653/v1/P16-1009,2340832.0,1,Well-written and clear paper.
10.18653/v1/D15-1123,6307604.0,0,The methodology has flaws.
10.18653/v1/D15-1123,2456955.0,0,Minor and unclear contribution.
10.18653/v1/D15-1123,1406742543.0,0,Bad writing quality
10.18653/v1/P16-1162,3734741.0,0,Bad writing quality
10.18653/v1/P16-1162,40955724.0,0,Bad writing quality
10.18653/v1/P16-1162,6593765.0,1,This paper makes a significant contribution.
10.32996/jbms.2025.7.1.15,2197278898.0,1,Findings are novel.
10.32996/jbms.2025.7.1.15,2145407663.0,1,Findings are novel.
10.32996/jbms.2025.7.1.15,1600525348.0,0,TNo novelty.
10.62754/joe.v4i1.6087,47273456.0,1,Well-written and clear paper.
10.62754/joe.v4i1.6087,2541549.0,1,Findings are novel.
10.62754/joe.v4i1.6087,2208444356.0,1,Well-written and clear paper.
10.32996/jeas.2024.5.3.5,2629441.0,0,TNo novelty.
10.32996/jeas.2024.5.3.5,5137206.0,1,Findings are novel.
10.32996/jeas.2024.5.3.5,2268247555.0,0,Minor and unclear contribution.
10.37547/tajet/volume06issue12-11,2264621822.0,1,This paper makes a significant contribution.
10.37547/tajet/volume06issue12-11,145604541.0,1,Findings are novel.
10.37547/tajet/volume06issue12-11,81080659.0,1,Good Experimental scheme.
10.32996/jeas.2024.5.3.3,2265141522.0,1,Well-written and clear paper.
10.32996/jeas.2024.5.3.3,4852910.0,0,Bad writing quality
10.32996/jeas.2024.5.3.3,39702372.0,1,Findings are novel.
10.1007/s12667-024-00704-5,4544792.0,1,This paper makes a significant contribution.
10.1007/s12667-024-00704-5,145856018.0,1,Well-written and clear paper.
10.1007/s12667-024-00704-5,102745993.0,0,TNo novelty.
10.1007/s10668-024-05578-2,26356812.0,1,Well-written and clear paper.
10.1007/s10668-024-05578-2,50318888.0,1,Good Experimental scheme.
10.1007/s10668-024-05578-2,145712309.0,0,The methodology has flaws.
10.3390/atmos15101250,3548502.0,1,Good Experimental scheme.
10.3390/atmos15101250,1844644.0,1,Findings are novel.
10.3390/atmos15101250,3591008.0,0,The methodology has flaws.
10.1002/mrm.29815,6215762.0,0,The methodology has flaws.
10.1002/mrm.29815,2035557388.0,1,Good Experimental scheme.
10.1002/mrm.29815,145656782.0,0,Bad writing quality
10.1002/mrm.29826,46276448.0,1,Good Experimental scheme.
10.1002/mrm.29826,2106592415.0,0,TNo novelty.
10.1002/mrm.29826,1624115922.0,1,Findings are novel.
10.3390/en16052343,39771057.0,1,Findings are novel.
10.3390/en16052343,2640628.0,1,Well-written and clear paper.
10.3390/en16052343,1693095110.0,1,Good Experimental scheme.
10.1088/1361-6560/aca512,39259643.0,0,Bad writing quality
10.1088/1361-6560/aca512,2136712913.0,0,TNo novelty.
10.1088/1361-6560/aca512,2237229891.0,0,Bad writing quality
10.1109/TBME.2022.3207057,3652114.0,1,Good Experimental scheme.
10.1109/TBME.2022.3207057,3041124.0,0,The methodology has flaws.
10.1109/TBME.2022.3207057,37605914.0,1,This paper makes a significant contribution.
10.1007/s00366-022-01667-w,2047712709.0,0,Minor and unclear contribution.
10.1007/s00366-022-01667-w,89651050.0,0,The methodology has flaws.
10.1007/s00366-022-01667-w,2122988911.0,1,This paper makes a significant contribution.
10.1109/CVPR52688.2022.01823,2152442908.0,1,Good Experimental scheme.
10.1109/CVPR52688.2022.01823,8550973.0,0,TNo novelty.
10.1109/CVPR52688.2022.01823,1567431413.0,0,Minor and unclear contribution.
10.1016/j.csbj.2021.08.023,3619237.0,1,Good Experimental scheme.
10.1016/j.csbj.2021.08.023,2227363649.0,0,The methodology has flaws.
10.1016/j.csbj.2021.08.023,2449785.0,1,Findings are novel.
10.3390/vaccines9060556,2292301726.0,1,Findings are novel.
10.3390/vaccines9060556,145768550.0,1,Findings are novel.
10.3390/vaccines9060556,48422912.0,1,This paper makes a significant contribution.
10.1186/s12944-021-01439-3,2272742610.0,1,Well-written and clear paper.
10.1186/s12944-021-01439-3,2180937108.0,0,The methodology has flaws.
10.1186/s12944-021-01439-3,40085274.0,1,Good Experimental scheme.
10.1038/s41366-021-00766-w,1978280.0,1,Findings are novel.
10.1038/s41366-021-00766-w,107874509.0,1,Well-written and clear paper.
10.1038/s41366-021-00766-w,38741479.0,0,Minor and unclear contribution.
10.1111/ijcp.14036,2801293.0,1,Findings are novel.
10.1111/ijcp.14036,2213159855.0,0,TNo novelty.
10.1111/ijcp.14036,33807385.0,0,Minor and unclear contribution.
10.1155/2021/6679512,145400912.0,1,This paper makes a significant contribution.
10.1155/2021/6679512,2152340940.0,0,TNo novelty.
10.1155/2021/6679512,2118514197.0,0,TNo novelty.
10.1016/j.csbj.2020.12.012,46571081.0,1,This paper makes a significant contribution.
10.1016/j.csbj.2020.12.012,143778773.0,0,TNo novelty.
10.1016/j.csbj.2020.12.012,114425485.0,1,This paper makes a significant contribution.
10.1186/s13643-021-01626-4,22476331.0,0,TNo novelty.
10.1186/s13643-021-01626-4,2158906050.0,0,Bad writing quality
10.1186/s13643-021-01626-4,152813100.0,1,This paper makes a significant contribution.
10.1007/s00500-020-05297-6,32486815.0,0,TNo novelty.
10.1007/s00500-020-05297-6,104322455.0,0,TNo novelty.
10.1007/s00500-020-05297-6,145201463.0,1,Good Experimental scheme.
10.1111/aos.12650,2178673969.0,0,The methodology has flaws.
10.1111/aos.12650,2284315906.0,0,Bad writing quality
10.1111/aos.12650,2110499391.0,1,Well-written and clear paper.
10.1038/eye.2012.292,8929937.0,1,This paper makes a significant contribution.
10.1038/eye.2012.292,1412033312.0,1,Good Experimental scheme.
10.1038/eye.2012.292,152505068.0,0,Bad writing quality
10.1167/iovs.12-9576,144299726.0,1,Well-written and clear paper.
10.1167/iovs.12-9576,2274237335.0,1,This paper makes a significant contribution.
10.1167/iovs.12-9576,2926392.0,1,Well-written and clear paper.
10.1016/j.ajo.2012.03.012,81479511.0,1,Good Experimental scheme.
10.1016/j.ajo.2012.03.012,4850899.0,0,The methodology has flaws.
10.1016/j.ajo.2012.03.012,3088540.0,0,TNo novelty.
10.1167/iovs.11-7640,153003617.0,1,Well-written and clear paper.
10.1167/iovs.11-7640,3583803.0,1,This paper makes a significant contribution.
10.1167/iovs.11-7640,50978946.0,1,This paper makes a significant contribution.
10.1167/iovs.10-6793,2144463242.0,1,Good Experimental scheme.
10.1167/iovs.10-6793,145784469.0,0,TNo novelty.
10.1167/iovs.10-6793,153592398.0,1,Findings are novel.
10.1016/j.ophtha.2011.04.029,145105283.0,1,Findings are novel.
10.1016/j.ophtha.2011.04.029,1401270916.0,1,This paper makes a significant contribution.
10.1016/j.ophtha.2011.04.029,26984954.0,1,Findings are novel.
10.1515/pralin-2016-0014,50548028.0,0,Minor and unclear contribution.
10.1515/pralin-2016-0014,3829924.0,1,Well-written and clear paper.
10.1515/pralin-2016-0014,1830970.0,1,Good Experimental scheme.
10.3115/v1/W14-3348,49075579.0,1,Good Experimental scheme.
10.3115/v1/W14-3348,6835491.0,0,Minor and unclear contribution.
10.3115/v1/W14-3348,69838548.0,0,TNo novelty.
10.2478/v10108-012-0012-y,2085650631.0,0,Bad writing quality
10.2478/v10108-012-0012-y,145393992.0,0,Bad writing quality
10.2478/v10108-012-0012-y,52213800.0,1,Good Experimental scheme.
10.2478/v10108-009-0019-1,1379520175.0,0,Minor and unclear contribution.
10.2478/v10108-009-0019-1,38746648.0,0,The methodology has flaws.
10.2478/v10108-009-0019-1,1904651437.0,1,Good Experimental scheme.
10.3115/1626394.1626425,144518416.0,1,This paper makes a significant contribution.
10.3115/1626394.1626425,1711104.0,1,Well-written and clear paper.
10.3115/1626394.1626425,123364316.0,0,The methodology has flaws.
10.1109/IWSSIP58668.2023.10180259,71335440.0,1,Well-written and clear paper.
10.1109/IWSSIP58668.2023.10180259,2540018.0,0,Minor and unclear contribution.
10.1109/IWSSIP58668.2023.10180259,1716201.0,1,Findings are novel.
10.3390/math11020372,5118553.0,0,The methodology has flaws.
10.3390/math11020372,2111391590.0,0,The methodology has flaws.
10.3390/math11020372,2159626201.0,1,Well-written and clear paper.
10.23919/eusipco55093.2022.9909893,153014767.0,0,TNo novelty.
10.23919/eusipco55093.2022.9909893,1471683275.0,0,Minor and unclear contribution.
10.23919/eusipco55093.2022.9909893,2144131974.0,0,The methodology has flaws.
10.23919/eusipco55093.2022.9909531,2262435022.0,0,Minor and unclear contribution.
10.23919/eusipco55093.2022.9909531,51253647.0,1,Findings are novel.
10.23919/eusipco55093.2022.9909531,9204829.0,0,Minor and unclear contribution.
10.3390/app12073411,17771023.0,1,Well-written and clear paper.
10.3390/app12073411,115523134.0,1,Well-written and clear paper.
10.3390/app12073411,3253252.0,0,The methodology has flaws.
10.3390/e24030414,2157953413.0,1,This paper makes a significant contribution.
10.3390/e24030414,48375309.0,0,TNo novelty.
10.3390/e24030414,10915901.0,1,Well-written and clear paper.
10.3897/jucs.2020.023,145501313.0,0,Bad writing quality
10.3897/jucs.2020.023,1517006285.0,0,Minor and unclear contribution.
10.3897/jucs.2020.023,2056922912.0,1,Good Experimental scheme.
10.1007/s12517-016-2600-x,4633706.0,1,Well-written and clear paper.
10.1007/s12517-016-2600-x,2304767455.0,0,TNo novelty.
10.1007/s12517-016-2600-x,1704423.0,1,Findings are novel.
10.1007/s12517-016-2374-1,2003934493.0,1,Good Experimental scheme.
10.1007/s12517-016-2374-1,2254757.0,1,Findings are novel.
10.1007/s12517-016-2374-1,2108583979.0,1,Good Experimental scheme.
10.1109/JSTARS.2015.2495142,66065840.0,0,TNo novelty.
10.1109/JSTARS.2015.2495142,1380315305.0,1,This paper makes a significant contribution.
10.1109/JSTARS.2015.2495142,2296626888.0,0,The methodology has flaws.
10.1155/2015/876714,8444968.0,0,TNo novelty.
10.1155/2015/876714,103438427.0,0,The methodology has flaws.
10.1155/2015/876714,1397149417.0,0,Bad writing quality
10.1155/2015/538063,152599699.0,0,Bad writing quality
10.1155/2015/538063,2264983046.0,0,Minor and unclear contribution.
10.1155/2015/538063,2134140687.0,0,The methodology has flaws.
10.1109/JSTARS.2015.2443552,1944711974.0,0,TNo novelty.
10.1109/JSTARS.2015.2443552,2281312856.0,0,Minor and unclear contribution.
10.1109/JSTARS.2015.2443552,1402040114.0,1,Findings are novel.
10.1016/J.EJRS.2014.12.003,5716439.0,1,This paper makes a significant contribution.
10.1016/J.EJRS.2014.12.003,24278111.0,1,Good Experimental scheme.
10.1016/J.EJRS.2014.12.003,1706798.0,1,Findings are novel.
10.14500/aro.11080,1620255667.0,1,This paper makes a significant contribution.
10.14500/aro.11080,7903200.0,0,Minor and unclear contribution.
10.14500/aro.11080,102824006.0,1,Findings are novel.
10.1109/TCCN.2022.3186331,144406920.0,0,Bad writing quality
10.1109/TCCN.2022.3186331,37721232.0,0,The methodology has flaws.
10.1109/TCCN.2022.3186331,4925305.0,0,Minor and unclear contribution.
10.1155/2019/1283472,2116772957.0,0,TNo novelty.
10.1155/2019/1283472,1924061.0,1,Well-written and clear paper.
10.1155/2019/1283472,2273150045.0,0,TNo novelty.
10.1109/PICICT.2017.26,152384410.0,0,TNo novelty.
10.1109/PICICT.2017.26,2059072975.0,1,Well-written and clear paper.
10.1109/PICICT.2017.26,34659430.0,0,TNo novelty.
10.1109/ACCESS.2024.3376670,2300186935.0,0,Bad writing quality
10.1109/ACCESS.2024.3376670,1701475.0,1,Well-written and clear paper.
10.1109/ACCESS.2024.3376670,6571644.0,1,Good Experimental scheme.
10.1109/ACCESS.2023.3273160,2114338056.0,1,Findings are novel.
10.1109/ACCESS.2023.3273160,2283048089.0,1,Well-written and clear paper.
10.1109/ACCESS.2023.3273160,41035675.0,0,Bad writing quality
10.1109/ACCESS.2023.3251649,1412373604.0,1,Findings are novel.
10.1109/ACCESS.2023.3251649,1659992325.0,0,Bad writing quality
10.1109/ACCESS.2023.3251649,90697675.0,0,The methodology has flaws.
10.1007/978-1-4471-0285-4,1564615923.0,1,Findings are novel.
10.1007/978-1-4471-0285-4,2363313.0,0,TNo novelty.
10.1007/978-1-4471-0285-4,123965225.0,0,TNo novelty.
10.1002/0470013192.BSA297,39310157.0,1,Well-written and clear paper.
10.1002/0470013192.BSA297,115347577.0,0,Minor and unclear contribution.
10.1002/0470013192.BSA297,2242128849.0,1,Findings are novel.
10.1109/IJCNN.1992.287101,153897734.0,1,Well-written and clear paper.
10.1109/IJCNN.1992.287101,36990731.0,0,Minor and unclear contribution.
10.1109/IJCNN.1992.287101,50674748.0,1,Good Experimental scheme.
10.1016/j.future.2020.05.007,2217989.0,1,Findings are novel.
10.1016/j.future.2020.05.007,2149135678.0,1,Findings are novel.
10.1016/j.future.2020.05.007,144433534.0,0,The methodology has flaws.
10.1007/978-1-4842-5104-1_9,5229158.0,0,TNo novelty.
10.1007/978-1-4842-5104-1_9,2171340085.0,0,Bad writing quality
10.1007/978-1-4842-5104-1_9,51485870.0,0,TNo novelty.
10.1109/ICSE-SEIP.2019.00042,2342158.0,0,TNo novelty.
10.1109/ICSE-SEIP.2019.00042,50052501.0,0,Bad writing quality
10.1109/ICSE-SEIP.2019.00042,2115927146.0,0,Minor and unclear contribution.
10.1109/ICOEI.2017.8300883,9909733.0,0,Minor and unclear contribution.
10.1109/ICOEI.2017.8300883,2256692694.0,1,Findings are novel.
10.1109/ICOEI.2017.8300883,2006020008.0,1,Findings are novel.
10.1007/s10664-015-9364-x,50311625.0,1,Findings are novel.
10.1007/s10664-015-9364-x,145615518.0,1,Good Experimental scheme.
10.1007/s10664-015-9364-x,145138841.0,1,This paper makes a significant contribution.
10.1016/j.neucom.2010.05.022,2116775554.0,1,Findings are novel.
10.1016/j.neucom.2010.05.022,90951623.0,1,Well-written and clear paper.
10.1016/j.neucom.2010.05.022,1404250381.0,0,The methodology has flaws.
10.1111/J.1751-5823.2009.00095_18.X,91442512.0,1,Good Experimental scheme.
10.1111/J.1751-5823.2009.00095_18.X,50180836.0,0,Minor and unclear contribution.
10.1111/J.1751-5823.2009.00095_18.X,8655796.0,1,Findings are novel.
10.1007/s11432-009-0172-z,47074942.0,1,This paper makes a significant contribution.
10.1007/s11432-009-0172-z,2237026.0,1,Good Experimental scheme.
10.1007/s11432-009-0172-z,1403146729.0,1,Good Experimental scheme.
10.1109/TNN.2009.2024147,3641549.0,1,Well-written and clear paper.
10.1109/TNN.2009.2024147,2101395648.0,0,TNo novelty.
10.1109/TNN.2009.2024147,2098344.0,0,Bad writing quality
10.1016/j.neucom.2008.01.005,50689328.0,1,Well-written and clear paper.
10.1016/j.neucom.2008.01.005,145005466.0,1,Good Experimental scheme.
10.1016/j.neucom.2008.01.005,2305664586.0,1,This paper makes a significant contribution.
10.1016/J.NEUCOM.2007.10.008,114037328.0,0,The methodology has flaws.
10.1016/J.NEUCOM.2007.10.008,49339881.0,0,Minor and unclear contribution.
10.1016/J.NEUCOM.2007.10.008,2175784807.0,0,The methodology has flaws.
10.1080/00207720802083018,2179343117.0,1,This paper makes a significant contribution.
10.1080/00207720802083018,3111465.0,1,This paper makes a significant contribution.
10.1080/00207720802083018,2226868076.0,0,Bad writing quality
10.30534/ijeter/2019/027122019,32624511.0,1,Well-written and clear paper.
10.30534/ijeter/2019/027122019,2199526835.0,0,Bad writing quality
10.30534/ijeter/2019/027122019,2146319724.0,1,This paper makes a significant contribution.
10.30534/ijatcse/2019/38862019,2112143936.0,0,TNo novelty.
10.30534/ijatcse/2019/38862019,2136559064.0,0,TNo novelty.
10.30534/ijatcse/2019/38862019,2144034469.0,1,Findings are novel.
10.30534/ijeter/2019/127122019,3829924.0,0,Bad writing quality
10.30534/ijeter/2019/127122019,1832364.0,0,Minor and unclear contribution.
10.30534/ijeter/2019/127122019,1573731665.0,0,Bad writing quality
10.1002/ett.3627,2108151310.0,0,Minor and unclear contribution.
10.1002/ett.3627,2082152204.0,0,Minor and unclear contribution.
10.1002/ett.3627,6050298.0,0,TNo novelty.
10.29042/2019-4758-4762,144877375.0,0,The methodology has flaws.
10.29042/2019-4758-4762,150205324.0,1,Good Experimental scheme.
10.29042/2019-4758-4762,35001616.0,1,Well-written and clear paper.
10.14419/ijet.v7i1.3.9225,145776892.0,1,Findings are novel.
10.14419/ijet.v7i1.3.9225,2282137085.0,1,Findings are novel.
10.14419/ijet.v7i1.3.9225,145968531.0,1,Findings are novel.
10.1016/J.PHYSA.2016.01.051,2263237.0,1,Good Experimental scheme.
10.1016/J.PHYSA.2016.01.051,122902225.0,1,Good Experimental scheme.
10.1016/J.PHYSA.2016.01.051,2613232.0,0,TNo novelty.
10.1007/s11227-023-05132-3,1694867.0,1,Well-written and clear paper.
10.1007/s11227-023-05132-3,104221368.0,1,Good Experimental scheme.
10.1007/s11227-023-05132-3,145558774.0,0,Minor and unclear contribution.
10.3390/s23031392,2165244290.0,0,Minor and unclear contribution.
10.3390/s23031392,152320998.0,1,Good Experimental scheme.
10.3390/s23031392,144373724.0,1,Good Experimental scheme.
10.1007/s44174-022-00060-x,2055513.0,0,Minor and unclear contribution.
10.1007/s44174-022-00060-x,2211468948.0,0,Bad writing quality
10.1007/s44174-022-00060-x,152350907.0,0,The methodology has flaws.
10.1007/s42044-022-00104-x,46318688.0,0,TNo novelty.
10.1007/s42044-022-00104-x,1700821.0,0,TNo novelty.
10.1007/s42044-022-00104-x,49120789.0,1,This paper makes a significant contribution.
10.1007/s12652-022-03750-y,2181966147.0,1,Good Experimental scheme.
10.1007/s12652-022-03750-y,2145520398.0,0,TNo novelty.
10.1007/s12652-022-03750-y,2000176302.0,0,Bad writing quality
10.1007/s11042-022-12425-x,73672173.0,0,TNo novelty.
10.1007/s11042-022-12425-x,2282933987.0,0,Bad writing quality
10.1007/s11042-022-12425-x,2055132757.0,0,TNo novelty.
10.1007/s42979-021-00731-4,80921970.0,0,Bad writing quality
10.1007/s42979-021-00731-4,144495801.0,0,Bad writing quality
10.1007/s42979-021-00731-4,40442909.0,1,Findings are novel.
10.1007/s10489-021-02467-3,145125161.0,0,TNo novelty.
10.1007/s10489-021-02467-3,48686109.0,0,Minor and unclear contribution.
10.1007/s10489-021-02467-3,2312432342.0,1,This paper makes a significant contribution.
10.1016/j.foodchem.2022.133504,2256622413.0,0,TNo novelty.
10.1016/j.foodchem.2022.133504,2312432342.0,1,Good Experimental scheme.
10.1016/j.foodchem.2022.133504,66272536.0,0,Minor and unclear contribution.
10.1016/j.foodchem.2022.132870,2108931523.0,1,Good Experimental scheme.
10.1016/j.foodchem.2022.132870,143988142.0,1,Well-written and clear paper.
10.1016/j.foodchem.2022.132870,2108566735.0,1,Well-written and clear paper.
10.3390/foods11070896,2114039413.0,1,Well-written and clear paper.
10.3390/foods11070896,2222032.0,0,Bad writing quality
10.3390/foods11070896,40754783.0,1,Well-written and clear paper.
10.1111/1541-4337.12916,144448896.0,0,The methodology has flaws.
10.1111/1541-4337.12916,3387799.0,0,TNo novelty.
10.1111/1541-4337.12916,14173796.0,0,Minor and unclear contribution.
10.1016/j.foodchem.2022.132455,2462740.0,1,Findings are novel.
10.1016/j.foodchem.2022.132455,3237583.0,1,This paper makes a significant contribution.
10.1016/j.foodchem.2022.132455,1701475.0,1,Good Experimental scheme.
10.1016/j.foodchem.2021.131996,38752760.0,0,Minor and unclear contribution.
10.1016/j.foodchem.2021.131996,151149353.0,0,Bad writing quality
10.1016/j.foodchem.2021.131996,1380210918.0,1,Well-written and clear paper.
10.1016/j.fct.2021.112317,2144374801.0,0,Minor and unclear contribution.
10.1016/j.fct.2021.112317,47983052.0,0,TNo novelty.
10.1016/j.fct.2021.112317,2155141508.0,0,TNo novelty.
10.1093/bib/bbab167,29887422.0,1,Well-written and clear paper.
10.1093/bib/bbab167,34888992.0,0,TNo novelty.
10.1093/bib/bbab167,1725002.0,1,This paper makes a significant contribution.
10.1016/j.foodchem.2020.128728,4268497.0,1,This paper makes a significant contribution.
10.1016/j.foodchem.2020.128728,1488884721.0,0,TNo novelty.
10.1016/j.foodchem.2020.128728,2212083.0,1,Findings are novel.
10.1007/s00484-017-1479-x,4659177.0,1,This paper makes a significant contribution.
10.1007/s00484-017-1479-x,47509541.0,1,Well-written and clear paper.
10.1007/s00484-017-1479-x,7246678.0,1,Well-written and clear paper.
10.3390/EN10111846,2202631208.0,1,This paper makes a significant contribution.
10.3390/EN10111846,9109549.0,0,Minor and unclear contribution.
10.3390/EN10111846,1741363.0,1,This paper makes a significant contribution.
10.1007/s11277-016-3358-x,47117001.0,1,This paper makes a significant contribution.
10.1007/s11277-016-3358-x,2231628284.0,1,This paper makes a significant contribution.
10.1007/s11277-016-3358-x,2095525016.0,0,Bad writing quality
10.1038/srep40437,4941871.0,0,Minor and unclear contribution.
10.1038/srep40437,2226869405.0,0,The methodology has flaws.
10.1038/srep40437,37137510.0,0,TNo novelty.
10.3390/s16101709,17207036.0,0,Minor and unclear contribution.
10.3390/s16101709,2077612904.0,1,Good Experimental scheme.
10.3390/s16101709,50844448.0,0,TNo novelty.
10.1038/nature16961,3151889.0,0,TNo novelty.
10.1038/nature16961,144161686.0,1,This paper makes a significant contribution.
10.1038/nature16961,1743812.0,1,Good Experimental scheme.
10.1039/c5lc01415h,29788247.0,0,Bad writing quality
10.1039/c5lc01415h,1398764514.0,0,Bad writing quality
